"procedure","code postal","lieu","nature","code CPV","dureeMois","acheteur/id","acheteur/nom","datePublicationDonnees","titulaires/0/denominationSociale","titulaires/0/id","titulaires/0/typeIdentifiant","id","type","formePrix","dateNotification","objet","montant","universally unique identifier (uuid)"
"Procédure adaptée","42000","Saint-Etienne","Accord-cadre","92500000","12","24420077000117","Saint-Etienne Métropole","2020-10-30","Arkhênum","42208548000032","SIRET","2020MAM26500","Marché","Révisable","2020-10-29","Prestation de numérisation de documents photographiques, graphiques, iconographiques et documentaires du Musée d'Art Moderne et Contemporain","25000.00","BD7140649A5B5F9DC406B1E4C842B3C9"
"Procédure adaptée","42131","LA VALLA EN GIER","Marché","45220000","10","24420077000117","Saint Etienne Métropole","2022-03-11","SATIF ouvrages d'art","48057098500022","SIRET","2022EP7900","Marché","Révisable","2022-03-11","Travaux d'investigations par moyens spéciaux du Barrage de la Rive sur la commune de La Valla En Gier","168800.0",""
"Procédure adaptée","42330","Zone d?activité Les Flaches","Marché","71300000","48","24420077000117","Saint Etienne Métropole","2022-01-25","VERDI Ingénierie Rhône-Alpes","49246970500056","SIRET","2022DCAF3300","Marché","Révisable","2022-01-25","Marché de Maîtrise oeuvre pour l'Aménagement de extension de la Zone activité Les Flaches","90050.0",""
"Procédure adaptée","42000","Roche la Molière","Marché","45232150","7","24420077000117","Saint Etienne Métropole","2022-03-31","EUROVIA DALA AGENCE LMTP","31797591000389","SIRET","2022ASRI9100","Marché","Révisable","2022-03-30","Travaux de mise en séparatif du réseau d'assainissement secteur Pommaraise et renouvellement du réseau d'eau potable de la commune de Roche La Molière - 2022","1407082.8",""
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","80530000","12","24420077000117","Saint-Etienne Métropole","2020-11-24","SYNERGIE ACTIONS","40151912900027","SIRET","2020ESRI29200","Marché","Révisable","2020-11-23","CRÉATION D'UN RÉSEAU DE PRESTATAIRES EXPERTS POUR L'ANIMATION DÉDIÉE AUX ENTREPRENEURS HÉBERGÉS EN PEPINIERES","7000.00","C06E1E67CA9DED8F959D69DC02551657"
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","80530000","12","24420077000117","Saint-Etienne Métropole","2020-11-24","SARL MURIELLE GSTALDER","75293725000021","SIRET","2020ESRI29300","Marché","Révisable","2020-11-23","CRÉATION D'UN RÉSEAU DE PRESTATAIRES EXPERTS POUR L'ANIMATION DÉDIÉE AUX ENTREPRENEURS HÉBERGÉS EN PEPINIERES","8000.00","C078DE79F6D7F447D889E9B08297EB37"
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","80530000","12","24420077000117","Saint-Etienne Métropole","2020-11-24","OPTIC RH","82808159600011","SIRET","2020ESRI29400","Marché","Révisable","2020-11-23","CRÉATION D'UN RÉSEAU DE PRESTATAIRES EXPERTS POUR L'ANIMATION DÉDIÉE AUX ENTREPRENEURS HÉBERGÉS EN PEPINIERES","10000.00","C0810FA3049B1741671C0ADEFBFB66F6"
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","80530000","12","24420077000117","Saint-Etienne Métropole","2020-11-24","CO-EFFISENS","82917140400017","SIRET","2020ESRI29500","Marché","Révisable","2020-11-24","CRÉATION D'UN RÉSEAU DE PRESTATAIRES EXPERTS POUR L'ANIMATION DÉDIÉE AUX ENTREPRENEURS HÉBERGÉS EN PEPINIERES","15000.00","C0870BD0DA16EC293F4E25906F8DC429"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","51611100","12","24420077000117","Saint-Etienne Métropole","2020-12-09","tibco services","49069792700013","SIRET","2020DD30100","Marché","Révisable","2020-12-08","Prestations d'installation, maintenance et gestion de parc pour les écoles du territoire Saint-Etienne Métropole","473260.48","C0F9B3DAF9D5C525EFC545A74F9BF5A4"
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","71351810","12","24420077000117","Saint Etienne Métropole","2021-11-17","activ'reseaux-btlm","43220759500039","SIRET","2021EP28300","Marché","Révisable","2021-11-16","Suivi d'auscultation des barrages par relevés topographiques","15000.0",""
"Appel d'offres ouvert","42000","SAINT-ETIENNE METROPOLE - Le détail des sites est indiqué dans le CCTP propre à chaque lot. D'autres sites pourront être ajoutés à la demande de façon ponctuelle ou récurrente.","Accord-cadre","90910000","12","24420077000117","Saint Etienne Métropole","2022-03-21","INTER.NETT","42094501600020","SIRET","2022PATR1400","Marché","Révisable","2022-03-21","Prestations de nettoyage des locaux de l'ensemble des établissements de Saint-Etienne Métropole (6 lots).","200000.0",""
"Appel d'offres ouvert","42000","SAINT-ETIENNE METROPOLE - Le détail des sites est indiqué dans le CCTP propre à chaque lot. D'autres sites pourront être ajoutés à la demande de façon ponctuelle ou récurrente.","Accord-cadre","90910000","12","24420077000117","Saint Etienne Métropole","2022-03-21","GSF ORION","34438287400156","SIRET","2022PATR1500","Marché","Révisable","2022-03-18","Prestations de nettoyage des locaux de l'ensemble des établissements de Saint-Etienne Métropole (6 lots).","55000.0",""
"Appel d'offres ouvert","42000","SAINT-ETIENNE METROPOLE - Le détail des sites est indiqué dans le CCTP propre à chaque lot. D'autres sites pourront être ajoutés à la demande de façon ponctuelle ou récurrente.","Accord-cadre","90910000","12","24420077000117","Saint Etienne Métropole","2022-03-21","USINET","48222574500033","SIRET","2022PATR1600","Marché","Révisable","2022-03-18","Prestations de nettoyage des locaux de l'ensemble des établissements de Saint-Etienne Métropole (6 lots).","41000.0",""
"Appel d'offres ouvert","42000","SAINT-ETIENNE METROPOLE - Le détail des sites est indiqué dans le CCTP propre à chaque lot. D'autres sites pourront être ajoutés à la demande de façon ponctuelle ou récurrente.","Accord-cadre","90910000","12","24420077000117","Saint Etienne Métropole","2022-03-21","GSF ORION","34438287400156","SIRET","2022PATR1700","Marché","Révisable","2022-03-18","Prestations de nettoyage des locaux de l'ensemble des établissements de Saint-Etienne Métropole (6 lots).","100000.0",""
"Appel d'offres ouvert","42000","SAINT-ETIENNE METROPOLE - Le détail des sites est indiqué dans le CCTP propre à chaque lot. D'autres sites pourront être ajoutés à la demande de façon ponctuelle ou récurrente.","Accord-cadre","90910000","12","24420077000117","Saint Etienne Métropole","2022-03-21","USINET","48222574500033","SIRET","2022PATR1800","Marché","Révisable","2022-03-21","Prestations de nettoyage des locaux de l'ensemble des établissements de Saint-Etienne Métropole (6 lots).","10000.0",""
"Procédure adaptée","42000","Territoire  de la métropole","Accord-cadre","71317210","12","24420077000117","Saint-Etienne Métropole","2020-11-19","ELYFEC SPS","43402439400109","SIRET","2020DCAF33200","Marché","Révisable","2020-11-18","Accord Cadre pour des missions de CSPS pour les opérations de construction et d'aménagement de catégorie 2 et 3 sur le territoire de Saint Etienne Métropole.","50000.00","C76825FFE05E77D8BA9BAECF43E5DEDA"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","71240000","12","24420077000117","Saint-Etienne Métropole","2020-12-14","EUTOPIA","51086369900029","SIRET","2020DCAF30300","Marché","Révisable","2020-12-11","PRESTATIONS DE MAITRISE D'OEUVRE DANS LE CADRE DE TRAVAUX A REALISER SUR DES BATIMENTS DE SAINT-ETIENNE METROPOLE.","400000.00","C77E23A4F6D2AB5AEB0B3BFDEBD88639"
"Procédure adaptée","42000","Territoire  de la métropole","Accord-cadre","71317210","12","24420077000117","Saint-Etienne Métropole","2020-11-19","ELYFEC SPS","43402439400109","SIRET","2020DCAF332b00","Marché","Révisable","2020-11-19","Accord Cadre pour des missions de CSPS pour les opérations de construction et d'aménagement de catégorie 2 et 3 sur le territoire de Saint Etienne Métropole.","50000.00","C78114BCED394A896E2EE402F02CC160"
"Procédure adaptée","42000","Territoire  de la métropole","Accord-cadre","71317210","12","24420077000117","Saint-Etienne Métropole","2020-11-19","ELYFEC SPS","43402439400109","SIRET","2020DCAF332c00","Marché","Révisable","2020-11-18","Accord Cadre pour des missions de CSPS pour les opérations de construction et d'aménagement de catégorie 2 et 3 sur le territoire de Saint Etienne Métropole.","50000.00","C789911CDC22F0E89222CC403D8414AF"
"Procédure adaptée","43114","BARRAGE DE LAVALETTE","Marché","45111250","12","24420077000117","Saint Etienne Métropole","2021-12-07","OZONE Travaux Spéciaux","50316156400037","SIRET","2021EP28000","Marché","Révisable","2021-12-06","Travaux de reconnaissances géotechniques sur le BARRAGE DE LAVALETTE","184220.0",""
"Procédure adaptée","42000","Territoire  de la métropole","Accord-cadre","71317210","12","24420077000117","Saint-Etienne Métropole","2020-11-19","ELYFEC SPS","43402439400109","SIRET","2020DCAF332d00","Marché","Révisable","2020-11-18","Accord Cadre pour des missions de CSPS pour les opérations de construction et d'aménagement de catégorie 2 et 3 sur le territoire de Saint Etienne Métropole.","50000.00","C79470EEAAA981B72729D08B2B787535"
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","71240000","12","24420077000117","Saint-Etienne Métropole","2020-12-14","EUTOPIA","51086369900029","SIRET","2020DCAF303b00","Marché","Révisable","2020-12-12","PRESTATIONS DE MAITRISE D'OEUVRE DANS LE CADRE DE TRAVAUX A REALISER SUR DES BATIMENTS DE SAINT-ETIENNE METROPOLE.","400000.00","C8620E1F9638574ED2A674FACB28FE52"
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","71240000","12","24420077000117","Saint-Etienne Métropole","2020-12-14","EUTOPIA","51086369900029","SIRET","2020DCAF303C00","Marché","Révisable","2020-12-12","PRESTATIONS DE MAITRISE D'OEUVRE DANS LE CADRE DE TRAVAUX A REALISER SUR DES BATIMENTS DE SAINT-ETIENNE METROPOLE.","400000.00","C86B52EDA3C0533C6D8947534A09D2B3"
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","71240000","12","24420077000117","Saint-Etienne Métropole","2020-12-14","EUTOPIA","51086369900029","SIRET","2020DCAF303d00","Marché","Révisable","2020-12-12","PRESTATIONS DE MAITRISE D'OEUVRE DANS LE CADRE DE TRAVAUX A REALISER SUR DES BATIMENTS DE SAINT-ETIENNE METROPOLE.","400000.00","C94A6A9CC4476D8671B7EDB8AFC4F157"
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","71240000","12","24420077000117","Saint-Etienne Métropole","2020-12-14","EUTOPIA","51086369900029","SIRET","2020DCAF303e00","Marché","Révisable","2020-12-11","PRESTATIONS DE MAITRISE D'OEUVRE DANS LE CADRE DE TRAVAUX A REALISER SUR DES BATIMENTS DE SAINT-ETIENNE METROPOLE.","400000.00","C9510810D64343F717349D61B0519D4D"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","71240000","12","24420077000117","Saint-Etienne Métropole","2020-12-14","Espacio","52836221300043","SIRET","2020DCAF30400","Marché","Révisable","2020-12-11","PRESTATIONS DE MAITRISE D'OEUVRE DANS LE CADRE DE TRAVAUX A REALISER SUR DES BATIMENTS DE SAINT-ETIENNE METROPOLE.","100000.00","C9562899FEDDF81EF137BADD56899724"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","71240000","12","24420077000117","Saint-Etienne Métropole","2020-12-14","Espacio","52836221300043","SIRET","2020DCAF304b00","Marché","Révisable","2020-12-11","PRESTATIONS DE MAITRISE D'OEUVRE DANS LE CADRE DE TRAVAUX A REALISER SUR DES BATIMENTS DE SAINT-ETIENNE METROPOLE.","100000.00","C95C67B1F41111320AD3DBA656DDF619"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","71240000","12","24420077000117","Saint-Etienne Métropole","2020-12-14","Espacio","52836221300043","SIRET","2020DCAF304c00","Marché","Révisable","2020-12-11","PRESTATIONS DE MAITRISE D'OEUVRE DANS LE CADRE DE TRAVAUX A REALISER SUR DES BATIMENTS DE SAINT-ETIENNE METROPOLE.","100000.00","C96D6E72E85C0F43E753404B571E8EDC"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","71240000","12","24420077000117","Saint-Etienne Métropole","2020-12-14","Espacio","52836221300043","SIRET","2020DCAF304d00","Marché","Révisable","2020-12-11","PRESTATIONS DE MAITRISE D'OEUVRE DANS LE CADRE DE TRAVAUX A REALISER SUR DES BATIMENTS DE SAINT-ETIENNE METROPOLE.","100000.00","C9723F14BEE8CAF728E50D50905FD103"
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","71240000","12","24420077000117","Saint-Etienne Métropole","2020-12-14","architekt-on","79377989300015","SIRET","2020DCAF30500","Marché","Révisable","2020-12-14","PRESTATIONS DE MAITRISE D'OEUVRE DANS LE CADRE DE TRAVAUX A REALISER SUR DES BATIMENTS DE SAINT-ETIENNE METROPOLE.","50000.00","C9767934DF6E95302DF05F176BF3E0F6"
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","71240000","12","24420077000117","Saint-Etienne Métropole","2020-12-14","architekt-on","79377989300015","SIRET","2020DCAF305b00","Marché","Révisable","2020-12-14","PRESTATIONS DE MAITRISE D'OEUVRE DANS LE CADRE DE TRAVAUX A REALISER SUR DES BATIMENTS DE SAINT-ETIENNE METROPOLE.","50000.00","C98158EBC6E1596FBB302A7112F80E5E"
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","71240000","12","24420077000117","Saint-Etienne Métropole","2020-12-14","architekt-on","79377989300015","SIRET","2020DCAF305c00","Marché","Révisable","2020-12-14","PRESTATIONS DE MAITRISE D'OEUVRE DANS LE CADRE DE TRAVAUX A REALISER SUR DES BATIMENTS DE SAINT-ETIENNE METROPOLE.","50000.00","C98671B8DA0804630429A63D6EE5F41F"
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","92331210","12","24420077000117","Saint Etienne Métropole","2021-12-17","APIEU Mille Feuilles","33133730300043","SIRET","2021DD31900","Marché","Révisable","2021-12-16","REALISATION D'ACTIONS DE SENSIBILISATION DU PUBLIC SCOLAIRE DANS LE CADRE DU PROGRAMME D'EDUCATION A L'ECOCITOYENNETE ET AU DEVELOPPEMENT DURABLE","40000.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","92331210","12","24420077000117","Saint Etienne Métropole","2021-12-17","FRANCE NATURE ENVIRONNEMENT LOIRE","35328227000027","SIRET","2021DD32000","Marché","Révisable","2021-12-16","REALISATION D'ACTIONS DE SENSIBILISATION DU PUBLIC SCOLAIRE DANS LE CADRE DU PROGRAMME D'EDUCATION A L'ECOCITOYENNETE ET AU DEVELOPPEMENT DURABLE","9620.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","92331210","12","24420077000117","Saint Etienne Métropole","2021-12-17","Ligue de l'enseignement de la Loire","30064302000120","SIRET","2021DD32100","Marché","Révisable","2021-12-16","REALISATION D'ACTIONS DE SENSIBILISATION DU PUBLIC SCOLAIRE DANS LE CADRE DU PROGRAMME D'EDUCATION A L'ECOCITOYENNETE ET AU DEVELOPPEMENT DURABLE","10140.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","92331210","12","24420077000117","Saint Etienne Métropole","2021-12-17","APIEU Mille Feuilles","33133730300043","SIRET","2021DD32200","Marché","Révisable","2021-12-16","REALISATION D'ACTIONS DE SENSIBILISATION DU PUBLIC SCOLAIRE DANS LE CADRE DU PROGRAMME D'EDUCATION A L'ECOCITOYENNETE ET AU DEVELOPPEMENT DURABLE","12000.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","92331210","12","24420077000117","Saint Etienne Métropole","2021-12-17","FRANCE NATURE ENVIRONNEMENT LOIRE","35328227000027","SIRET","2021DD32300","Marché","Révisable","2021-12-16","REALISATION D'ACTIONS DE SENSIBILISATION DU PUBLIC SCOLAIRE DANS LE CADRE DU PROGRAMME D'EDUCATION A L'ECOCITOYENNETE ET AU DEVELOPPEMENT DURABLE","8000.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","92331210","12","24420077000117","Saint Etienne Métropole","2021-12-17","LPO AuRA DT LOIRE","30112510000034","SIRET","2021DD32400","Marché","Révisable","2021-12-16","REALISATION D'ACTIONS DE SENSIBILISATION DU PUBLIC SCOLAIRE DANS LE CADRE DU PROGRAMME D'EDUCATION A L'ECOCITOYENNETE ET AU DEVELOPPEMENT DURABLE","8800.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","92331210","12","24420077000117","Saint Etienne Métropole","2021-12-17","Ligue de l'enseignement de la Loire","30064302000120","SIRET","2021DD32500","Marché","Révisable","2021-12-16","REALISATION D'ACTIONS DE SENSIBILISATION DU PUBLIC SCOLAIRE DANS LE CADRE DU PROGRAMME D'EDUCATION A L'ECOCITOYENNETE ET AU DEVELOPPEMENT DURABLE","3900.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","92331210","12","24420077000117","Saint Etienne Métropole","2021-12-17","APIEU Mille Feuilles","33133730300043","SIRET","2021DD32600","Marché","Révisable","2021-12-16","REALISATION D'ACTIONS DE SENSIBILISATION DU PUBLIC SCOLAIRE DANS LE CADRE DU PROGRAMME D'EDUCATION A L'ECOCITOYENNETE ET AU DEVELOPPEMENT DURABLE","4000.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","92331210","12","24420077000117","Saint Etienne Métropole","2021-12-17","CPIE des Monts du Pilat","31329637800018","SIRET","2021DD32700","Marché","Révisable","2021-12-16","REALISATION D'ACTIONS DE SENSIBILISATION DU PUBLIC SCOLAIRE DANS LE CADRE DU PROGRAMME D'EDUCATION A L'ECOCITOYENNETE ET AU DEVELOPPEMENT DURABLE","19020.0",""
"Appel d'offres ouvert","42000","SAINT ETIENNE METROPOLE","Marché","60130000","48","24420077000117","Saint-Etienne Métropole","2020-07-23","2TMC","44981281700061","SIRET","2020DTM15800","Marché","Révisable","2020-7-23","Services réguliers routiers de transports scolaires - Lignes n°86, 87 et 88 (Loire)","82566.00","CDA1E18CFDF4A100D0EFDB01E4BFC897"
"Procédure adaptée","42320","rue Bel Air (RD 6), rue de la Combe (RD6), Route de l?Abreuvoir (RD 23) et rue des Genêts","Marché","45232410","3","24420077000117","Saint Etienne Métropole","2021-07-06","EUROVIA DALA AGENCE LMTP","31797591000389","SIRET","2021ACT17700","Marché","Ferme et actualisable","2021-07-06","Mise en séparatif du réseau d'assainissement rue Bel Air (RD 6), rue de la Combe (RD6), Route de l'Abreuvoir (RD 23) et rue des Genêts à Saint-Christo-en-Jarez (Loire)","257057.75",""
"Procédure adaptée","43200","LAPTE","Marché","45111250","6","24420077000117","Saint-Etienne Métropole","2020-12-14","Diagnostics Structures Materiaux","79167054000016","SIRET","2020EP36900","Marché","Révisable","2020-12-14","Travaux de reconnaissances des bétons de l'évacuateur de crue du barrage de Lavalette (Loire)","17504.00","D14B977FDEAA475D0004B52020CF6DFC"
"Procédure avec négociation","42000","Secteur Grouchy et la zone de retournement de la cité du Design","Marché","45234129","2","24420077000117","Saint Etienne Métropole","2022-01-21","TSO","74725212000015","SIRET","2021TM36500","Marché","Révisable","2022-01-20","Réfection des voies tramway entre Grouchy et la zone de retournement de la cité du Design à Saint-Etienne.","710376.3",""
"Procédure avec négociation","42000","Secteur Grouchy et la zone de retournement de la cité du Design","Marché","45234129","2","24420077000117","Saint Etienne Métropole","2022-01-21","TSO","74725212000015","SIRET","2021TM36600","Marché","Révisable","2022-01-20","Réfection des voies tramway entre Grouchy et la zone de retournement de la cité du Design à Saint-Etienne.","1417372.35",""
"Procédure avec négociation","42000","Secteur Grouchy et la zone de retournement de la cité du Design","Marché","45234129","2","24420077000117","Saint Etienne Métropole","2022-01-21","BOUYGUES ENERGIES ET SERVICES","77566487302570","SIRET","2021TM36700","Marché","Révisable","2022-01-20","Réfection des voies tramway entre Grouchy et la zone de retournement de la cité du Design à Saint-Etienne.","81326.49",""
"Procédure avec négociation","42000","Secteur Grouchy et la zone de retournement de la cité du Design","Marché","45234129","2","24420077000117","Saint Etienne Métropole","2022-01-21","BOUYGUES ENERGIES ET SERVICES","77566487302570","SIRET","2021TM36800","Marché","Révisable","2022-01-20","Réfection des voies tramway entre Grouchy et la zone de retournement de la cité du Design à Saint-Etienne.","79040.51",""
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","77310000","12","24420077000117","Saint-Etienne Métropole","2020-03-06","RIVOIRE","63450072200026","SIRET","2020SEM4600","Marché","Révisable","2020-3-5","Prestations de fauchage sur les abords des voies métropolitaines et des espaces gérés par Saint-Etienne Métropole.","40000.00","D7E249B5D2269FFE1795384F8E9AF11C"
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","77310000","12","24420077000117","Saint-Etienne Métropole","2020-03-06","NATURE","33462907800042","SIRET","2020SEM4700","Marché","Révisable","2020-3-5","Prestations de fauchage sur les abords des voies métropolitaines et des espaces gérés par Saint-Etienne Métropole.","50000.00","D7EEE1BEF1CE973A419AE54034B3F4AF"
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","77310000","12","24420077000117","Saint-Etienne Métropole","2020-03-06","ROBERT FREDERIC","48946468500010","SIRET","2020SEM4800","Marché","Révisable","2020-3-5","Prestations de fauchage sur les abords des voies métropolitaines et des espaces gérés par Saint-Etienne Métropole.","10000.00","D7F85C32900731EC0BA18DE96855E104"
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","77310000","12","24420077000117","Saint-Etienne Métropole","2020-03-06","NATURE","33462907800042","SIRET","2020SEM4900","Marché","Révisable","2020-3-5","Prestations de fauchage sur les abords des voies métropolitaines et des espaces gérés par Saint-Etienne Métropole.","5000.00","D800C64CDEC515AF797B64956658A3C7"
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","77310000","12","24420077000117","Saint-Etienne Métropole","2020-03-06","NATURE","33462907800042","SIRET","2020SEM5000","Marché","Révisable","2020-3-5","Prestations de fauchage sur les abords des voies métropolitaines et des espaces gérés par Saint-Etienne Métropole.","8000.00","D8088329CEEA5356B5495DB8C64A9B6F"
"Procédure adaptée","42140","Marcenod","Marché","45232410","12","24420077000117","Saint Etienne Métropole","2022-01-21","EUROVIA DALA AGENCE LMTP","31797591000389","SIRET","2021VO36200","Marché","Révisable","2022-01-19","Travaux d'aménagement de voirie, travaux de mise en séparatif du réseau d'assainissement et renouvellement du réseau d'Eau Potable sur la commune de MARCENOD.","508157.7",""
"Procédure adaptée","42140","Marcenod","Marché","45232410","12","24420077000117","Saint Etienne Métropole","2022-01-21","Au Carré Vert","80066354400016","SIRET","2021VO36300","Marché","Révisable","2022-01-19","Travaux d'aménagement de voirie, travaux de mise en séparatif du réseau d'assainissement et renouvellement du réseau d'Eau Potable sur la commune de MARCENOD.","34029.3",""
"Procédure adaptée","42140","Marcenod","Marché","45232410","12","24420077000117","Saint Etienne Métropole","2022-01-21","js concept","41220950400023","SIRET","2021VO36400","Marché","Révisable","2022-01-19","Travaux d'aménagement de voirie, travaux de mise en séparatif du réseau d'assainissement et renouvellement du réseau d'Eau Potable sur la commune de MARCENOD.","40164.36",""
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","31500000","12","24420077000117","Saint Etienne Métropole","2021-08-05","REXEL FRANCE","30930461602833","SIRET","2021MAM16000","Marché","Révisable","2021-08-04","Fournitures d'équipements d'éclairage, d'électricité et d'audiovisuel pour le Musée d'Art Moderne et Contemporain","50000.0",""
"Procédure adaptée","42700","FIRMINY","Marché","71356200","12","24420077000117","Saint Etienne Métropole","2021-07-21","SF2E INGENIERIE","50051396500052","SIRET","2021DD19200","Marché","Révisable","2021-07-19","MISSION DE SUIVI ET DE CONTROLE DES DELEGATIONS DE SERVICE PUBLIC ET REGIE DE RESEAUX DE CHALEUR ET DE FROID.","9450.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Marché","71356200","12","24420077000117","Saint Etienne Métropole","2021-07-21","ENERGIE ET SERVICE","33833520100038","SIRET","2021DD19300","Marché","Révisable","2021-07-21","MISSION DE SUIVI ET DE CONTROLE DES DELEGATIONS DE SERVICE PUBLIC ET REGIE DE RESEAUX DE CHALEUR ET DE FROID.","10300.0",""
"Procédure adaptée","42800","Bassin versant de la Gaize à Chateauneuf 42800 CHATEAUNEUF","Marché","71335000","5","24420077000117","Saint-Etienne Métropole","2020-09-16","VINCENT DESVIGNES INGENIERIE - V.D.I","79948398700019","SIRET","2020ASRI25400","Marché","Révisable","2020-9-16","FAISABILITE D'AMENAGEMENT SUR LE BASSIN VERSANT DE LA GAIZE A CHATEAUNEUF : RESEAUX D'EAUX USEES & D'EAUX PLUVIALES, OUVRAGES D'ART ET COURS D'EAU","22000.00","D9275677EC92F1AC22947EEAEA464814"
"Procédure adaptée","42400","SAINT CHAMOND","Marché","71356200","12","24420077000117","Saint Etienne Métropole","2021-07-21","KAIROS INGENIERIE","79057890000017","SIRET","2021DD19400","Marché","Révisable","2021-07-20","MISSION DE SUIVI ET DE CONTROLE DES DELEGATIONS DE SERVICE PUBLIC ET REGIE DE RESEAUX DE CHALEUR ET DE FROID.","9200.0",""
"Procédure adaptée","42000","Site de l'ancienne manufacture d'armes de Saint-Etienne - Quartier Carnot","Marché","79933000","12","24420077000117","Saint Etienne Métropole","2021-11-07","QUALICONSULT","40144985501509","SIRET","2021DCAF26800","Marché","Révisable","2021-11-02","Diagnostic de sécurité incendie - Cité du design 2025","7680.0",""
"Procédure adaptée","42330","Saint Galmier","Marché","71310000","2","24420077000117","Saint-Etienne Métropole","2020-09-21","Naldeo","31924273100291","SIRET","2020ASRI25500","Marché","Révisable","2020-09-20","Marché de maitrise d'oeuvre portant sur la réhabilitation de la station d'épuration des Flaches à Saint Galmier","243690.00","DAE03A3A9DF198BC25D05E41952DB991"
"Procédure adaptée","42400","SAINT CHAMOND","Marché","45421140","3","24420077000117","Saint Etienne Métropole","2022-01-21","js concept","41220950400023","SIRET","2022DCAF2900","Marché","Ferme et actualisable","2022-01-20","ARENA Saint-Etienne Métropole / enseignes extérieures (Saint-Chamond, Loire)","118492.17",""
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","44113910","12","24420077000117","Saint-Etienne Métropole","2021-03-09","ROCK","42473175000057","SIRET","2021SEM2000","Marché","Révisable","2021-3-8","Fourniture et livraison de fondants routiers et de matériaux utilisés comme abrasif en viabilité hivernale","237000.00","DD77711FCA12730615E82CF652CAF67B"
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","44113910","12","24420077000117","Saint-Etienne Métropole","2021-03-09","CMCA","34484385900200","SIRET","2021SEM2100","Marché","Révisable","2021-3-8","Fourniture et livraison de fondants routiers et de matériaux utilisés comme abrasif en viabilité hivernale","9152.00","DD7FE7CFBA7570BAEB1707B6E9D5DCA4"
"Procédure adaptée","42400","Chemin du Larcelet","Marché","45262330","2","24420077000117","Saint Etienne Métropole","2021-07-01","SDRTP","50242019300026","SIRET","2021VO17900","Marché","Ferme et actualisable","2021-07-01","Réparation du pont sur le ruisseau le Larcelet avec mise en oeuvre de cadres préfabriqués en béton sur  la commune de SAINT-CHAMOND (Loire)","47455.0",""
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","71335000","12","24420077000117","Saint-Etienne Métropole","2020-08-27","GINGER CEBTP","41244251900663","SIRET","2020DCAF15900","Marché","Révisable","2020-06-26","Accord-cadre multi-attributaire pour la réalisation d'études géotechniques pour la Ville de Saint-Etienne et Saint-Etienne Métropole","128695.00","DF5ED67AB5D344764FD6837CD4007DCE"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","71335000","12","24420077000117","Saint-Etienne Métropole","2020-08-27","GINGER CEBTP","41244251900663","SIRET","2020DCAF159b00","Marché","Révisable","2020-06-26","Accord-cadre multi-attributaire pour la réalisation d'études géotechniques pour la Ville de Saint-Etienne et Saint-Etienne Métropole","139000.00","DF86A1FDB7A0CA2B692804FDE103E67C"
